language,metric,real_value,random_mean,random_std,z_score
telugu,fully_random:avg_dependency_length,1.7073170731707317,1.7471524570388333,0.020672636834626685,-1.9269619152491126
telugu,fully_random:avg_complexity,2.1797959183673465,2.7239980907916146,0.016172441460407628,-33.64997015178878
telugu,fully_random:avg_arity,0.24897959183673468,0.5100111618240032,0.007297053726375312,-35.77218693673118
telugu,fully_random:avg_subtree_size,1.316326530612245,1.8603820323783335,0.02601241152892351,-20.915227377559628
telugu,fully_random:avg_depth,1.4857142857142858,1.3864323088062562,0.01637875089796458,6.061632997933164
telugu,fully_random:avg_efficiency_ratio,1.1159027017072498,1.040629092228943,0.02050495510943363,3.670996062979725
telugu,grammar_constrained:avg_dependency_length,1.7073170731707317,1.7471999856868277,0.04149921874308741,-0.9610521287883125
telugu,grammar_constrained:avg_complexity,2.1797959183673465,2.1967751409102845,0.05087723114567193,-0.33372929620173203
telugu,grammar_constrained:avg_arity,0.24897959183673468,0.2679133338457138,0.020413631377402704,-0.9275048451172793
telugu,grammar_constrained:avg_subtree_size,1.316326530612245,1.3295889087512915,0.030734681988417552,-0.43151180624040913
telugu,grammar_constrained:avg_depth,1.4857142857142858,1.4988814852179775,0.027915362033852625,-0.4716829209567124
telugu,grammar_constrained:avg_efficiency_ratio,1.1159027017072498,1.1417848708633642,0.0302756748722814,-0.8548833102911466
telugu,projective_random:avg_dependency_length,1.7073170731707317,1.5735980054784313,0.029682179595514044,4.50502859003352
telugu,projective_random:avg_complexity,2.1797959183673465,2.2608780909688373,0.018252079880769788,-4.442352495230866
telugu,projective_random:avg_arity,0.24897959183673468,0.2390173183248728,0.002534118033158729,3.931258679156353
telugu,projective_random:avg_subtree_size,1.316326530612245,1.292508186057692,0.003575372125596332,6.661780569366713
telugu,projective_random:avg_depth,1.4857142857142858,1.8047984503449506,0.036820125196357086,-8.666026063980748
telugu,projective_random:avg_efficiency_ratio,1.1159027017072498,0.9682509537682265,0.040151857245947345,3.6773329570931943
telugu,simplified:avg_dependency_length,1.7073170731707317,1.3886925795053005,0.0,
telugu,simplified:avg_complexity,2.1797959183673465,1.7706106870229006,0.0,
telugu,simplified:avg_arity,0.24897959183673468,0.06870229007633588,0.0,
telugu,simplified:avg_subtree_size,1.316326530612245,1.0712468193384224,0.0,
telugu,simplified:avg_depth,1.4857142857142858,1.2748091603053435,0.0,
telugu,simplified:avg_efficiency_ratio,1.1159027017072498,0.9893478759761838,0.0,
