language,metric,real_value,random_mean,random_std,z_score
persian,fully_random:avg_dependency_length,5.6043777867855695,11.186500650906822,0.0849065108450821,-65.74434408577015
persian,fully_random:avg_complexity,5.257348473889772,7.085348266053946,0.016471266488954306,-110.98113149890672
persian,fully_random:avg_arity,0.6915955446260669,0.9381687225607903,0.0019729476183432708,-124.97705242766484
persian,fully_random:avg_subtree_size,3.153768262693476,5.95233264363718,0.03494240809118993,-80.09077032241831
persian,fully_random:avg_depth,5.383552726746709,5.1329627606023855,0.013768678479591198,18.20000129393417
persian,fully_random:avg_efficiency_ratio,2.7133475010024815,4.091918099307757,0.03537545684168175,-38.96969032724832
persian,grammar_constrained:avg_dependency_length,5.6043777867855695,6.357411733217623,0.03318764217740379,-22.690191198480687
persian,grammar_constrained:avg_complexity,5.257348473889772,5.508190847395244,0.008877736120044118,-28.255218460382093
persian,grammar_constrained:avg_arity,0.6915955446260669,0.7268532455593121,0.0019139522079188852,-18.421411353621142
persian,grammar_constrained:avg_subtree_size,3.153768262693476,3.297360241864388,0.003247431310426871,-44.21709512680553
persian,grammar_constrained:avg_depth,5.383552726746709,5.712377044671321,0.019831284358338915,-16.58109036121726
persian,grammar_constrained:avg_efficiency_ratio,2.7133475010024815,3.0253470443128347,0.016339930457454233,-19.094300561604893
persian,projective_random:avg_dependency_length,5.6043777867855695,6.256232434055501,0.12056185842916464,-5.406806561902197
persian,projective_random:avg_complexity,5.257348473889772,6.180078985518424,0.011348017045691395,-81.31204843219666
persian,projective_random:avg_arity,0.6915955446260669,0.771314979738385,0.002760373844761476,-28.879941484595076
persian,projective_random:avg_subtree_size,3.153768262693476,3.7462826612886655,0.02424764602321629,-24.435955474930516
persian,projective_random:avg_depth,5.383552726746709,6.604852679694541,0.0612858383248264,-19.92793092712078
persian,projective_random:avg_efficiency_ratio,2.7133475010024815,3.083726117233466,0.13928680890964903,-2.6591076292891276
persian,simplified:avg_dependency_length,5.6043777867855695,5.180168776371308,0.0,
persian,simplified:avg_complexity,5.257348473889772,5.045426407102712,0.0,
persian,simplified:avg_arity,0.6915955446260669,0.6413618962287204,0.0,
persian,simplified:avg_subtree_size,3.153768262693476,2.857538486600961,0.0,
persian,simplified:avg_depth,5.383552726746709,5.423719149629388,0.0,
persian,simplified:avg_efficiency_ratio,2.7133475010024815,2.9562062829583384,0.0,
