language,metric,real_value,random_mean,random_std,z_score
tamil,fully_random:avg_dependency_length,3.4877862595419846,6.696690820502304,0.0751455663180228,-42.70251351064341
tamil,fully_random:avg_complexity,4.5103086014445175,6.158958204554214,0.030431573488469914,-54.17562794557258
tamil,fully_random:avg_arity,0.6075727730356753,0.8792738767417543,0.0045426623770514095,-59.810983329656366
tamil,fully_random:avg_subtree_size,2.6134821623987743,5.038144078010235,0.036821351632753296,-65.84934577617942
tamil,fully_random:avg_depth,4.492449113591595,4.306932711505513,0.015514023719081,11.95798107862322
tamil,fully_random:avg_efficiency_ratio,2.25539405285906,2.829857101931013,0.06302713839488375,-9.114534844859547
tamil,grammar_constrained:avg_dependency_length,3.4877862595419846,4.541226316403087,0.03306223140803107,-31.86233995704275
tamil,grammar_constrained:avg_complexity,4.5103086014445175,5.017971093577214,0.015542021406185998,-32.66386519906848
tamil,grammar_constrained:avg_arity,0.6075727730356753,0.6943683236378178,0.0022501729872569224,-38.57283466368103
tamil,grammar_constrained:avg_subtree_size,2.6134821623987743,2.9493510218663945,0.02690262829321727,-12.48461138469136
tamil,grammar_constrained:avg_depth,4.492449113591595,5.048639869210937,0.02294123652445781,-24.244148959729458
tamil,grammar_constrained:avg_efficiency_ratio,2.25539405285906,2.4720349737249037,0.03617224330142899,-5.989148061969523
tamil,projective_random:avg_dependency_length,3.4877862595419846,4.945757647963546,0.028970023586607625,-50.326896837445396
tamil,projective_random:avg_complexity,4.5103086014445175,5.268168414233876,0.036513688424210766,-20.75549870461325
tamil,projective_random:avg_arity,0.6075727730356753,0.7167299553264682,0.0020164587855943466,-54.13310853195501
tamil,projective_random:avg_subtree_size,2.6134821623987743,2.9679752003367867,0.029980159417821846,-11.824254601104036
tamil,projective_random:avg_depth,4.492449113591595,5.583766899385345,0.04243227081738623,-25.719052145250544
tamil,projective_random:avg_efficiency_ratio,2.25539405285906,2.3280937893169145,0.036595438408734575,-1.9865791918072062
tamil,simplified:avg_dependency_length,3.4877862595419846,2.590945194598888,0.0,
tamil,simplified:avg_complexity,4.5103086014445175,3.806928264868179,0.0,
tamil,simplified:avg_arity,0.6075727730356753,0.4460453709380748,0.0,
tamil,simplified:avg_subtree_size,2.6134821623987743,1.854996934396076,0.0,
tamil,simplified:avg_depth,4.492449113591595,4.284794604537094,0.0,
tamil,simplified:avg_efficiency_ratio,2.25539405285906,1.693615234733474,0.0,
