language,condition,avg_dependency_length,avg_complexity,avg_arity,avg_subtree_size,avg_depth,avg_efficiency_ratio
marathi,fully_random,3.1586352444600774,3.9353229398663694,0.7430957683741648,2.958685968819599,2.2207126948775056,1.8749591286188978
marathi,grammar_constrained,2.4963144963144965,3.03025344488189,0.4345472440944882,1.7308070866141732,2.5841535433070866,1.4334825928644892
marathi,projective_random,2.5727810650887575,3.2385464581416743,0.47838086476540936,1.7985280588776449,2.902253909843606,1.5335851362856006
marathi,real,2.273062730627306,2.863068181818182,0.3961038961038961,1.672077922077922,2.330357142857143,1.321947870163133
marathi,simplified,1.9127134724857684,2.5273809523809527,0.2400793650793651,1.3859126984126984,2.3035714285714284,1.281693991841905
