language,metric,real_value,random_mean,random_std,z_score
indonesian,grammar_constrained:avg_dependency_length,3.431921824104234,4.817795798364074,0.1424502218137285,-9.728829879057985
indonesian,grammar_constrained:avg_complexity,4.448073272589218,5.412729018118718,0.1127613262596092,-8.554845686264656
indonesian,grammar_constrained:avg_arity,0.5677676537585421,0.7067143823640979,0.0077843506856935,-17.84949499524965
indonesian,grammar_constrained:avg_subtree_size,2.5833333333333335,3.325119157847432,0.1155499307834311,-6.4196128849647405
indonesian,grammar_constrained:avg_depth,4.540432801822323,5.489144527268375,0.1119784848177846,-8.472267927091794
indonesian,grammar_constrained:avg_efficiency_ratio,3.067943939600453,3.59412243483225,0.257507810963281,-2.043349649330932
indonesian,projective_random:avg_dependency_length,3.431921824104234,5.78175436624655,0.1365779067582219,-17.20507070226317
indonesian,projective_random:avg_complexity,4.448073272589218,5.854174583078535,0.0319418611032351,-44.02064444350437
indonesian,projective_random:avg_arity,0.5677676537585421,0.7525000810647664,0.004612531797281,-40.0501146496417
indonesian,projective_random:avg_subtree_size,2.5833333333333335,3.5101522954583193,0.0294494620776322,-31.471507346442603
indonesian,projective_random:avg_depth,4.540432801822323,6.183341167615013,0.024669627295211,-66.59639994284053
indonesian,projective_random:avg_efficiency_ratio,3.067943939600453,3.2830324521499357,0.1440296123400705,-1.4933631289767948
indonesian,simplified:avg_dependency_length,3.431921824104234,3.252988047808765,0.0,
indonesian,simplified:avg_complexity,4.448073272589218,4.187334149826495,0.0,
indonesian,simplified:avg_arity,0.5677676537585421,0.527454582567871,0.0,
indonesian,simplified:avg_subtree_size,2.5833333333333335,2.291079812206573,0.0,
indonesian,simplified:avg_depth,4.540432801822323,4.43335374566238,0.0,
indonesian,simplified:avg_efficiency_ratio,3.067943939600453,3.032455765111585,0.0,
marathi,fully_random:avg_dependency_length,2.273062730627306,3.158450578183327,0.0240806163006683,-36.76765729336616
marathi,fully_random:avg_complexity,2.863068181818182,3.9345820786999184,0.0502326723158566,-21.331015203495305
marathi,fully_random:avg_arity,0.3961038961038961,0.7428582407453116,0.0180454230724956,-19.215639514150784
