language,condition,avg_dependency_length,avg_complexity,avg_arity,avg_subtree_size,avg_depth,avg_efficiency_ratio
indonesian,fully_random,11.075960327455919,6.880575158660782,0.9336502995543995,5.725738936386443,4.965091074487062,5.551632314863974
indonesian,grammar_constrained,4.817442569627973,5.415778368569861,0.7069249272059754,3.328058404017386,5.4917922099843866,3.5990083508546955
indonesian,projective_random,5.781040393501267,5.854674487559623,0.7525847621503159,3.510583988655408,6.183730823772077,3.2856393642455557
indonesian,real,3.4319218241042346,4.448073272589218,0.5677676537585421,2.5833333333333335,4.540432801822323,3.067943939600453
indonesian,simplified,3.252988047808765,4.187334149826495,0.527454582567871,2.291079812206573,4.43335374566238,3.032455765111585
